,year,week,start.date,end.date,district,cases
956,2020,37,2020-09-05,2020-09-11,Anuradhapur,3
957,2020,37,2020-09-05,2020-09-11,Polonnaruwa,2
958,2020,37,2020-09-05,2020-09-11,Badulla,2
959,2020,37,2020-09-05,2020-09-11,Monaragala,0
960,2020,37,2020-09-05,2020-09-11,Ratnapura,22
961,2020,37,2020-09-05,2020-09-11,Kegalle,17
962,2020,37,2020-09-05,2020-09-11,Kalmune,8
963,2020,38,2020-09-12,2020-09-18,Colombo,44
964,2020,38,2020-09-12,2020-09-18,Gampaha,34
965,2020,38,2020-09-12,2020-09-18,Kalutara,13
966,2020,38,2020-09-12,2020-09-18,Kandy,69
967,2020,38,2020-09-12,2020-09-18,Matale,7
968,2020,38,2020-09-12,2020-09-18,NuwaraEliya,3
969,2020,38,2020-09-12,2020-09-18,Galle,10
970,2020,38,2020-09-12,2020-09-18,Hambantota,2
971,2020,38,2020-09-12,2020-09-18,Matara,4
972,2020,38,2020-09-12,2020-09-18,Jaffna,19
973,2020,38,2020-09-12,2020-09-18,Kilinochchi,0
974,2020,38,2020-09-12,2020-09-18,Mannar,0
975,2020,38,2020-09-12,2020-09-18,Vavuniya,0
976,2020,38,2020-09-12,2020-09-18,Mullaitivu,0
977,2020,38,2020-09-12,2020-09-18,Batticaloa,9
978,2020,38,2020-09-12,2020-09-18,Ampara,0
979,2020,38,2020-09-12,2020-09-18,Trincomalee,0
980,2020,38,2020-09-12,2020-09-18,Kurunegala,12
981,2020,38,2020-09-12,2020-09-18,Puttalam,0
982,2020,38,2020-09-12,2020-09-18,Anuradhapur,3
983,2020,38,2020-09-12,2020-09-18,Polonnaruwa,1
984,2020,38,2020-09-12,2020-09-18,Badulla,1
985,2020,38,2020-09-12,2020-09-18,Monaragala,0
986,2020,38,2020-09-12,2020-09-18,Ratnapura,17
987,2020,38,2020-09-12,2020-09-18,Kegalle,11
988,2020,38,2020-09-12,2020-09-18,Kalmune,11
989,2020,39,2020-09-19,2020-09-25,Colombo,38
990,2020,39,2020-09-19,2020-09-25,Gampaha,37
991,2020,39,2020-09-19,2020-09-25,Kalutara,17
992,2020,39,2020-09-19,2020-09-25,Kandy,52
993,2020,39,2020-09-19,2020-09-25,Matale,3
994,2020,39,2020-09-19,2020-09-25,NuwaraEliya,1
995,2020,39,2020-09-19,2020-09-25,Galle,23
996,2020,39,2020-09-19,2020-09-25,Hambantota,2
997,2020,39,2020-09-19,2020-09-25,Matara,4
998,2020,39,2020-09-19,2020-09-25,Jaffna,15
999,2020,39,2020-09-19,2020-09-25,Kilinochchi,0
1000,2020,39,2020-09-19,2020-09-25,Mannar,1
1001,2020,39,2020-09-19,2020-09-25,Vavuniya,1
1002,2020,39,2020-09-19,2020-09-25,Mullaitivu,0
1003,2020,39,2020-09-19,2020-09-25,Batticaloa,16
1004,2020,39,2020-09-19,2020-09-25,Ampara,1
1005,2020,39,2020-09-19,2020-09-25,Trincomalee,0
1006,2020,39,2020-09-19,2020-09-25,Kurunegala,8
1007,2020,39,2020-09-19,2020-09-25,Puttalam,4
1008,2020,39,2020-09-19,2020-09-25,Anuradhapur,2
1009,2020,39,2020-09-19,2020-09-25,Polonnaruwa,2
1010,2020,39,2020-09-19,2020-09-25,Badulla,0
1011,2020,39,2020-09-19,2020-09-25,Monaragala,0
1012,2020,39,2020-09-19,2020-09-25,Ratnapura,30
1013,2020,39,2020-09-19,2020-09-25,Kegalle,11
1014,2020,39,2020-09-19,2020-09-25,Kalmune,14
1015,2020,40,2020-09-26,2020-10-02,Colombo,34
1016,2020,40,2020-09-26,2020-10-02,Gampaha,14
1017,2020,40,2020-09-26,2020-10-02,Kalutara,10
1018,2020,40,2020-09-26,2020-10-02,Kandy,51
1019,2020,40,2020-09-26,2020-10-02,Matale,3
1020,2020,40,2020-09-26,2020-10-02,NuwaraEliya,0
1021,2020,40,2020-09-26,2020-10-02,Galle,11
1022,2020,40,2020-09-26,2020-10-02,Hambantota,2
1023,2020,40,2020-09-26,2020-10-02,Matara,4
1024,2020,40,2020-09-26,2020-10-02,Jaffna,12
1025,2020,40,2020-09-26,2020-10-02,Kilinochchi,1
1026,2020,40,2020-09-26,2020-10-02,Mannar,0
1027,2020,40,2020-09-26,2020-10-02,Vavuniya,0
1028,2020,40,2020-09-26,2020-10-02,Mullaitivu,0
1029,2020,40,2020-09-26,2020-10-02,Batticaloa,16
1030,2020,40,2020-09-26,2020-10-02,Ampara,0
1031,2020,40,2020-09-26,2020-10-02,Trincomalee,1
1032,2020,40,2020-09-26,2020-10-02,Kurunegala,3
1033,2020,40,2020-09-26,2020-10-02,Puttalam,3
1034,2020,40,2020-09-26,2020-10-02,Anuradhapur,3
1035,2020,40,2020-09-26,2020-10-02,Polonnaruwa,1
1036,2020,40,2020-09-26,2020-10-02,Badulla,2
1037,2020,40,2020-09-26,2020-10-02,Monaragala,0
1038,2020,40,2020-09-26,2020-10-02,Ratnapura,10
1039,2020,40,2020-09-26,2020-10-02,Kegalle,8
1040,2020,40,2020-09-26,2020-10-02,Kalmune,5
1041,2020,41,2020-10-03,2020-10-09,Colombo,44
1042,2020,41,2020-10-03,2020-10-09,Gampaha,11
1043,2020,41,2020-10-03,2020-10-09,Kalutara,8
1044,2020,41,2020-10-03,2020-10-09,Kandy,54
1045,2020,41,2020-10-03,2020-10-09,Matale,7
1046,2020,41,2020-10-03,2020-10-09,NuwaraEliya,1
1047,2020,41,2020-10-03,2020-10-09,Galle,7
1048,2020,41,2020-10-03,2020-10-09,Hambantota,5
1049,2020,41,2020-10-03,2020-10-09,Matara,9
1050,2020,41,2020-10-03,2020-10-09,Jaffna,10
1051,2020,41,2020-10-03,2020-10-09,Kilinochchi,1
1052,2020,41,2020-10-03,2020-10-09,Mannar,0
1053,2020,41,2020-10-03,2020-10-09,Vavuniya,0
1054,2020,41,2020-10-03,2020-10-09,Mullaitivu,0
1055,2020,41,2020-10-03,2020-10-09,Batticaloa,39
1056,2020,41,2020-10-03,2020-10-09,Ampara,0
1057,2020,41,2020-10-03,2020-10-09,Trincomalee,1
1058,2020,41,2020-10-03,2020-10-09,Kurunegala,8
1059,2020,41,2020-10-03,2020-10-09,Puttalam,2
1060,2020,41,2020-10-03,2020-10-09,Anuradhapur,6
1061,2020,41,2020-10-03,2020-10-09,Polonnaruwa,3
1062,2020,41,2020-10-03,2020-10-09,Badulla,3
1063,2020,41,2020-10-03,2020-10-09,Monaragala,0
1064,2020,41,2020-10-03,2020-10-09,Ratnapura,12
1065,2020,41,2020-10-03,2020-10-09,Kegalle,8
1066,2020,41,2020-10-03,2020-10-09,Kalmune,14
1067,2020,42,2020-10-10,2020-10-16,Colombo,37
1068,2020,42,2020-10-10,2020-10-16,Gampaha,5
1069,2020,42,2020-10-10,2020-10-16,Kalutara,11
1070,2020,42,2020-10-10,2020-10-16,Kandy,45
1071,2020,42,2020-10-10,2020-10-16,Matale,1
1072,2020,42,2020-10-10,2020-10-16,NuwaraEliya,0
1073,2020,42,2020-10-10,2020-10-16,Galle,5
1074,2020,42,2020-10-10,2020-10-16,Hambantota,1
1075,2020,42,2020-10-10,2020-10-16,Matara,7
1076,2020,42,2020-10-10,2020-10-16,Jaffna,15
1077,2020,42,2020-10-10,2020-10-16,Kilinochchi,0
1078,2020,42,2020-10-10,2020-10-16,Mannar,0
1079,2020,42,2020-10-10,2020-10-16,Vavuniya,0
1080,2020,42,2020-10-10,2020-10-16,Mullaitivu,0
1081,2020,42,2020-10-10,2020-10-16,Batticaloa,67
1082,2020,42,2020-10-10,2020-10-16,Ampara,1
1083,2020,42,2020-10-10,2020-10-16,Trincomalee,0
1084,2020,42,2020-10-10,2020-10-16,Kurunegala,9
1085,2020,42,2020-10-10,2020-10-16,Puttalam,3
1086,2020,42,2020-10-10,2020-10-16,Anuradhapur,0
1087,2020,42,2020-10-10,2020-10-16,Polonnaruwa,5
1088,2020,42,2020-10-10,2020-10-16,Badulla,2
1089,2020,42,2020-10-10,2020-10-16,Monaragala,0
1090,2020,42,2020-10-10,2020-10-16,Ratnapura,11
1091,2020,42,2020-10-10,2020-10-16,Kegalle,4
1092,2020,42,2020-10-10,2020-10-16,Kalmune,5
1093,2020,43,2020-10-17,2020-10-23,Colombo,23
1094,2020,43,2020-10-17,2020-10-23,Gampaha,3
1095,2020,43,2020-10-17,2020-10-23,Kalutara,5
1096,2020,43,2020-10-17,2020-10-23,Kandy,28
1097,2020,43,2020-10-17,2020-10-23,Matale,3
1098,2020,43,2020-10-17,2020-10-23,NuwaraEliya,0
1099,2020,43,2020-10-17,2020-10-23,Galle,3
1100,2020,43,2020-10-17,2020-10-23,Hambantota,2
1101,2020,43,2020-10-17,2020-10-23,Matara,5
1102,2020,43,2020-10-17,2020-10-23,Jaffna,7
1103,2020,43,2020-10-17,2020-10-23,Kilinochchi,1
1104,2020,43,2020-10-17,2020-10-23,Mannar,0
1105,2020,43,2020-10-17,2020-10-23,Vavuniya,0
1106,2020,43,2020-10-17,2020-10-23,Mullaitivu,0
1107,2020,43,2020-10-17,2020-10-23,Batticaloa,67
1108,2020,43,2020-10-17,2020-10-23,Ampara,2
1109,2020,43,2020-10-17,2020-10-23,Trincomalee,1
1110,2020,43,2020-10-17,2020-10-23,Kurunegala,10
1111,2020,43,2020-10-17,2020-10-23,Puttalam,3
1112,2020,43,2020-10-17,2020-10-23,Anuradhapur,1
1113,2020,43,2020-10-17,2020-10-23,Polonnaruwa,2
1114,2020,43,2020-10-17,2020-10-23,Badulla,3
1115,2020,43,2020-10-17,2020-10-23,Monaragala,0
1116,2020,43,2020-10-17,2020-10-23,Ratnapura,11
1117,2020,43,2020-10-17,2020-10-23,Kegalle,10
1118,2020,43,2020-10-17,2020-10-23,Kalmune,4
1119,2020,44,2020-10-24,2020-10-30,Colombo,9
1120,2020,44,2020-10-24,2020-10-30,Gampaha,5
1121,2020,44,2020-10-24,2020-10-30,Kalutara,2
1122,2020,44,2020-10-24,2020-10-30,Kandy,24
1123,2020,44,2020-10-24,2020-10-30,Matale,0
1124,2020,44,2020-10-24,2020-10-30,NuwaraEliya,0
1125,2020,44,2020-10-24,2020-10-30,Galle,1
1126,2020,44,2020-10-24,2020-10-30,Hambantota,0
1127,2020,44,2020-10-24,2020-10-30,Matara,2
1128,2020,44,2020-10-24,2020-10-30,Jaffna,8
1129,2020,44,2020-10-24,2020-10-30,Kilinochchi,0
1130,2020,44,2020-10-24,2020-10-30,Mannar,0
1131,2020,44,2020-10-24,2020-10-30,Vavuniya,0
1132,2020,44,2020-10-24,2020-10-30,Mullaitivu,0
1133,2020,44,2020-10-24,2020-10-30,Batticaloa,47
1134,2020,44,2020-10-24,2020-10-30,Ampara,0
1135,2020,44,2020-10-24,2020-10-30,Trincomalee,1
1136,2020,44,2020-10-24,2020-10-30,Kurunegala,3
1137,2020,44,2020-10-24,2020-10-30,Puttalam,2
1138,2020,44,2020-10-24,2020-10-30,Anuradhapur,0
1139,2020,44,2020-10-24,2020-10-30,Polonnaruwa,0
1140,2020,44,2020-10-24,2020-10-30,Badulla,0
1141,2020,44,2020-10-24,2020-10-30,Monaragala,0
1142,2020,44,2020-10-24,2020-10-30,Ratnapura,13
1143,2020,44,2020-10-24,2020-10-30,Kegalle,7
1144,2020,44,2020-10-24,2020-10-30,Kalmune,2
1145,2020,45,2020-10-31,2020-11-06,Colombo,14
1146,2020,45,2020-10-31,2020-11-06,Gampaha,6
1147,2020,45,2020-10-31,2020-11-06,Kalutara,5
1148,2020,45,2020-10-31,2020-11-06,Kandy,34
1149,2020,45,2020-10-31,2020-11-06,Matale,6
1150,2020,45,2020-10-31,2020-11-06,NuwaraEliya,0
1151,2020,45,2020-10-31,2020-11-06,Galle,2
1152,2020,45,2020-10-31,2020-11-06,Hambantota,1
1153,2020,45,2020-10-31,2020-11-06,Matara,9
1154,2020,45,2020-10-31,2020-11-06,Jaffna,8
1155,2020,45,2020-10-31,2020-11-06,Kilinochchi,2
1156,2020,45,2020-10-31,2020-11-06,Mannar,0
1157,2020,45,2020-10-31,2020-11-06,Vavuniya,0
1158,2020,45,2020-10-31,2020-11-06,Mullaitivu,0
1159,2020,45,2020-10-31,2020-11-06,Batticaloa,59
1160,2020,45,2020-10-31,2020-11-06,Ampara,3
1161,2020,45,2020-10-31,2020-11-06,Trincomalee,0
1162,2020,45,2020-10-31,2020-11-06,Kurunegala,1
1163,2020,45,2020-10-31,2020-11-06,Puttalam,4
1164,2020,45,2020-10-31,2020-11-06,Anuradhapur,1
1165,2020,45,2020-10-31,2020-11-06,Polonnaruwa,1
1166,2020,45,2020-10-31,2020-11-06,Badulla,4
1167,2020,45,2020-10-31,2020-11-06,Monaragala,0
1168,2020,45,2020-10-31,2020-11-06,Ratnapura,18
1169,2020,45,2020-10-31,2020-11-06,Kegalle,9
1170,2020,45,2020-10-31,2020-11-06,Kalmune,2
1171,2020,46,2020-11-07,2020-11-13,Colombo,17
1172,2020,46,2020-11-07,2020-11-13,Gampaha,11
1173,2020,46,2020-11-07,2020-11-13,Kalutara,4
1174,2020,46,2020-11-07,2020-11-13,Kandy,24
1175,2020,46,2020-11-07,2020-11-13,Matale,1
1176,2020,46,2020-11-07,2020-11-13,NuwaraEliya,0
1177,2020,46,2020-11-07,2020-11-13,Galle,4
1178,2020,46,2020-11-07,2020-11-13,Hambantota,3
1179,2020,46,2020-11-07,2020-11-13,Matara,2
1180,2020,46,2020-11-07,2020-11-13,Jaffna,4
1181,2020,46,2020-11-07,2020-11-13,Kilinochchi,0
1182,2020,46,2020-11-07,2020-11-13,Mannar,0
1183,2020,46,2020-11-07,2020-11-13,Vavuniya,0
1184,2020,46,2020-11-07,2020-11-13,Mullaitivu,0
1185,2020,46,2020-11-07,2020-11-13,Batticaloa,49
1186,2020,46,2020-11-07,2020-11-13,Ampara,0
1187,2020,46,2020-11-07,2020-11-13,Trincomalee,1
1188,2020,46,2020-11-07,2020-11-13,Kurunegala,6
1189,2020,46,2020-11-07,2020-11-13,Puttalam,0
1190,2020,46,2020-11-07,2020-11-13,Anuradhapur,1
1191,2020,46,2020-11-07,2020-11-13,Polonnaruwa,0
1192,2020,46,2020-11-07,2020-11-13,Badulla,1
1193,2020,46,2020-11-07,2020-11-13,Monaragala,0
1194,2020,46,2020-11-07,2020-11-13,Ratnapura,9
1195,2020,46,2020-11-07,2020-11-13,Kegalle,8
1196,2020,46,2020-11-07,2020-11-13,Kalmune,3
1197,2020,47,2020-11-14,2020-11-20,Colombo,16
1198,2020,47,2020-11-14,2020-11-20,Gampaha,21
1199,2020,47,2020-11-14,2020-11-20,Kalutara,11
1200,2020,47,2020-11-14,2020-11-20,Kandy,27
1201,2020,47,2020-11-14,2020-11-20,Matale,5
1202,2020,47,2020-11-14,2020-11-20,NuwaraEliya,0
1203,2020,47,2020-11-14,2020-11-20,Galle,3
1204,2020,47,2020-11-14,2020-11-20,Hambantota,2
1205,2020,47,2020-11-14,2020-11-20,Matara,4
1206,2020,47,2020-11-14,2020-11-20,Jaffna,6
1207,2020,47,2020-11-14,2020-11-20,Kilinochchi,1
1208,2020,47,2020-11-14,2020-11-20,Mannar,0
1209,2020,47,2020-11-14,2020-11-20,Vavuniya,0
1210,2020,47,2020-11-14,2020-11-20,Mullaitivu,0
1211,2020,47,2020-11-14,2020-11-20,Batticaloa,46
1212,2020,47,2020-11-14,2020-11-20,Ampara,1
1213,2020,47,2020-11-14,2020-11-20,Trincomalee,1
1214,2020,47,2020-11-14,2020-11-20,Kurunegala,0
1215,2020,47,2020-11-14,2020-11-20,Puttalam,1
1216,2020,47,2020-11-14,2020-11-20,Anuradhapur,1
1217,2020,47,2020-11-14,2020-11-20,Polonnaruwa,2
1218,2020,47,2020-11-14,2020-11-20,Badulla,5
1219,2020,47,2020-11-14,2020-11-20,Monaragala,0
1220,2020,47,2020-11-14,2020-11-20,Ratnapura,6
1221,2020,47,2020-11-14,2020-11-20,Kegalle,2
1222,2020,47,2020-11-14,2020-11-20,Kalmune,2
1223,2020,48,2020-11-21,2020-11-27,Colombo,12
1224,2020,48,2020-11-21,2020-11-27,Gampaha,11
1225,2020,48,2020-11-21,2020-11-27,Kalutara,13
1226,2020,48,2020-11-21,2020-11-27,Kandy,17
1227,2020,48,2020-11-21,2020-11-27,Matale,2
1228,2020,48,2020-11-21,2020-11-27,NuwaraEliya,0
1229,2020,48,2020-11-21,2020-11-27,Galle,8
1230,2020,48,2020-11-21,2020-11-27,Hambantota,0
1231,2020,48,2020-11-21,2020-11-27,Matara,2
1232,2020,48,2020-11-21,2020-11-27,Jaffna,3
1233,2020,48,2020-11-21,2020-11-27,Kilinochchi,2
1234,2020,48,2020-11-21,2020-11-27,Mannar,0
1235,2020,48,2020-11-21,2020-11-27,Vavuniya,2
1236,2020,48,2020-11-21,2020-11-27,Mullaitivu,1
1237,2020,48,2020-11-21,2020-11-27,Batticaloa,122
1238,2020,48,2020-11-21,2020-11-27,Ampara,1
1239,2020,48,2020-11-21,2020-11-27,Trincomalee,1
1240,2020,48,2020-11-21,2020-11-27,Kurunegala,4
1241,2020,48,2020-11-21,2020-11-27,Puttalam,6
1242,2020,48,2020-11-21,2020-11-27,Anuradhapur,1
1243,2020,48,2020-11-21,2020-11-27,Polonnaruwa,0
1244,2020,48,2020-11-21,2020-11-27,Badulla,7
1245,2020,48,2020-11-21,2020-11-27,Monaragala,0
1246,2020,48,2020-11-21,2020-11-27,Ratnapura,13
1247,2020,48,2020-11-21,2020-11-27,Kegalle,10
1248,2020,48,2020-11-21,2020-11-27,Kalmune,2
1249,2020,49,2020-11-28,2020-12-04,Colombo,17
1250,2020,49,2020-11-28,2020-12-04,Gampaha,7
1251,2020,49,2020-11-28,2020-12-04,Kalutara,10
1252,2020,49,2020-11-28,2020-12-04,Kandy,10
1253,2020,49,2020-11-28,2020-12-04,Matale,0
1254,2020,49,2020-11-28,2020-12-04,NuwaraEliya,0
1255,2020,49,2020-11-28,2020-12-04,Galle,2
1256,2020,49,2020-11-28,2020-12-04,Hambantota,4
1257,2020,49,2020-11-28,2020-12-04,Matara,3
1258,2020,49,2020-11-28,2020-12-04,Jaffna,8
1259,2020,49,2020-11-28,2020-12-04,Kilinochchi,0
1260,2020,49,2020-11-28,2020-12-04,Mannar,1
1261,2020,49,2020-11-28,2020-12-04,Vavuniya,0
1262,2020,49,2020-11-28,2020-12-04,Mullaitivu,0
1263,2020,49,2020-11-28,2020-12-04,Batticaloa,133
1264,2020,49,2020-11-28,2020-12-04,Ampara,0
1265,2020,49,2020-11-28,2020-12-04,Trincomalee,1
1266,2020,49,2020-11-28,2020-12-04,Kurunegala,9
1267,2020,49,2020-11-28,2020-12-04,Puttalam,8
1268,2020,49,2020-11-28,2020-12-04,Anuradhapur,2
1269,2020,49,2020-11-28,2020-12-04,Polonnaruwa,0
1270,2020,49,2020-11-28,2020-12-04,Badulla,8
1271,2020,49,2020-11-28,2020-12-04,Monaragala,0
1272,2020,49,2020-11-28,2020-12-04,Ratnapura,4
1273,2020,49,2020-11-28,2020-12-04,Kegalle,4
1274,2020,49,2020-11-28,2020-12-04,Kalmune,3
1275,2020,50,2020-12-05,2020-12-11,Colombo,6
1276,2020,50,2020-12-05,2020-12-11,Gampaha,16
1277,2020,50,2020-12-05,2020-12-11,Kalutara,20
1278,2020,50,2020-12-05,2020-12-11,Kandy,12
1279,2020,50,2020-12-05,2020-12-11,Matale,2
1280,2020,50,2020-12-05,2020-12-11,NuwaraEliya,1
1281,2020,50,2020-12-05,2020-12-11,Galle,5
1282,2020,50,2020-12-05,2020-12-11,Hambantota,2
1283,2020,50,2020-12-05,2020-12-11,Matara,1
1284,2020,50,2020-12-05,2020-12-11,Jaffna,7
1285,2020,50,2020-12-05,2020-12-11,Kilinochchi,1
1286,2020,50,2020-12-05,2020-12-11,Mannar,0
1287,2020,50,2020-12-05,2020-12-11,Vavuniya,0
1288,2020,50,2020-12-05,2020-12-11,Mullaitivu,0
1289,2020,50,2020-12-05,2020-12-11,Batticaloa,181
1290,2020,50,2020-12-05,2020-12-11,Ampara,0
1291,2020,50,2020-12-05,2020-12-11,Trincomalee,3
1292,2020,50,2020-12-05,2020-12-11,Kurunegala,8
1293,2020,50,2020-12-05,2020-12-11,Puttalam,0
1294,2020,50,2020-12-05,2020-12-11,Anuradhapur,4
1295,2020,50,2020-12-05,2020-12-11,Polonnaruwa,2
1296,2020,50,2020-12-05,2020-12-11,Badulla,7
1297,2020,50,2020-12-05,2020-12-11,Monaragala,0
1298,2020,50,2020-12-05,2020-12-11,Ratnapura,7
1299,2020,50,2020-12-05,2020-12-11,Kegalle,8
1300,2020,50,2020-12-05,2020-12-11,Kalmune,5
1301,2020,51,2020-12-12,2020-12-18,Colombo,39
1302,2020,51,2020-12-12,2020-12-18,Gampaha,13
1303,2020,51,2020-12-12,2020-12-18,Kalutara,13
1304,2020,51,2020-12-12,2020-12-18,Kandy,17
1305,2020,51,2020-12-12,2020-12-18,Matale,2
1306,2020,51,2020-12-12,2020-12-18,NuwaraEliya,0
1307,2020,51,2020-12-12,2020-12-18,Galle,0
1308,2020,51,2020-12-12,2020-12-18,Hambantota,2
1309,2020,51,2020-12-12,2020-12-18,Matara,2
1310,2020,51,2020-12-12,2020-12-18,Jaffna,11
1311,2020,51,2020-12-12,2020-12-18,Kilinochchi,0
1312,2020,51,2020-12-12,2020-12-18,Mannar,1
1313,2020,51,2020-12-12,2020-12-18,Vavuniya,0
1314,2020,51,2020-12-12,2020-12-18,Mullaitivu,1
1315,2020,51,2020-12-12,2020-12-18,Batticaloa,248
1316,2020,51,2020-12-12,2020-12-18,Ampara,0
1317,2020,51,2020-12-12,2020-12-18,Trincomalee,2
1318,2020,51,2020-12-12,2020-12-18,Kurunegala,11
1319,2020,51,2020-12-12,2020-12-18,Puttalam,4
1320,2020,51,2020-12-12,2020-12-18,Anuradhapur,1
1321,2020,51,2020-12-12,2020-12-18,Polonnaruwa,0
1322,2020,51,2020-12-12,2020-12-18,Badulla,5
1323,2020,51,2020-12-12,2020-12-18,Monaragala,0
1324,2020,51,2020-12-12,2020-12-18,Ratnapura,6
1325,2020,51,2020-12-12,2020-12-18,Kegalle,7
1326,2020,51,2020-12-12,2020-12-18,Kalmune,0
