,year,week,start.date,end.date,district,cases
478,2020,19,2020-05-02,2020-05-08,Jaffna,18
479,2020,19,2020-05-02,2020-05-08,Kilinochchi,1
480,2020,19,2020-05-02,2020-05-08,Mannar,0
481,2020,19,2020-05-02,2020-05-08,Vavuniya,0
482,2020,19,2020-05-02,2020-05-08,Mullaitivu,0
483,2020,19,2020-05-02,2020-05-08,Batticaloa,14
484,2020,19,2020-05-02,2020-05-08,Ampara,0
485,2020,19,2020-05-02,2020-05-08,Trincomalee,0
486,2020,19,2020-05-02,2020-05-08,Kurunegala,1
487,2020,19,2020-05-02,2020-05-08,Puttalam,3
488,2020,19,2020-05-02,2020-05-08,Anuradhapur,0
489,2020,19,2020-05-02,2020-05-08,Polonnaruwa,1
490,2020,19,2020-05-02,2020-05-08,Badulla,1
491,2020,19,2020-05-02,2020-05-08,Monaragala,0
492,2020,19,2020-05-02,2020-05-08,Ratnapura,30
493,2020,19,2020-05-02,2020-05-08,Kegalle,13
494,2020,19,2020-05-02,2020-05-08,Kalmune,6
495,2020,20,2020-05-09,2020-05-15,Colombo,24
496,2020,20,2020-05-09,2020-05-15,Gampaha,8
497,2020,20,2020-05-09,2020-05-15,Kalutara,8
498,2020,20,2020-05-09,2020-05-15,Kandy,32
499,2020,20,2020-05-09,2020-05-15,Matale,2
500,2020,20,2020-05-09,2020-05-15,NuwaraEliya,1
501,2020,20,2020-05-09,2020-05-15,Galle,8
502,2020,20,2020-05-09,2020-05-15,Hambantota,1
503,2020,20,2020-05-09,2020-05-15,Matara,0
504,2020,20,2020-05-09,2020-05-15,Jaffna,9
505,2020,20,2020-05-09,2020-05-15,Kilinochchi,0
506,2020,20,2020-05-09,2020-05-15,Mannar,1
507,2020,20,2020-05-09,2020-05-15,Vavuniya,1
508,2020,20,2020-05-09,2020-05-15,Mullaitivu,0
509,2020,20,2020-05-09,2020-05-15,Batticaloa,12
510,2020,20,2020-05-09,2020-05-15,Ampara,1
511,2020,20,2020-05-09,2020-05-15,Trincomalee,6
512,2020,20,2020-05-09,2020-05-15,Kurunegala,0
513,2020,20,2020-05-09,2020-05-15,Puttalam,3
514,2020,20,2020-05-09,2020-05-15,Anuradhapur,3
515,2020,20,2020-05-09,2020-05-15,Polonnaruwa,0
516,2020,20,2020-05-09,2020-05-15,Badulla,6
517,2020,20,2020-05-09,2020-05-15,Monaragala,0
518,2020,20,2020-05-09,2020-05-15,Ratnapura,36
519,2020,20,2020-05-09,2020-05-15,Kegalle,14
520,2020,20,2020-05-09,2020-05-15,Kalmune,2
521,2020,21,2020-05-16,2020-05-22,Colombo,67
522,2020,21,2020-05-16,2020-05-22,Gampaha,21
523,2020,21,2020-05-16,2020-05-22,Kalutara,36
524,2020,21,2020-05-16,2020-05-22,Kandy,51
525,2020,21,2020-05-16,2020-05-22,Matale,1
526,2020,21,2020-05-16,2020-05-22,NuwaraEliya,1
527,2020,21,2020-05-16,2020-05-22,Galle,24
528,2020,21,2020-05-16,2020-05-22,Hambantota,5
529,2020,21,2020-05-16,2020-05-22,Matara,1
530,2020,21,2020-05-16,2020-05-22,Jaffna,39
531,2020,21,2020-05-16,2020-05-22,Kilinochchi,0
532,2020,21,2020-05-16,2020-05-22,Mannar,0
533,2020,21,2020-05-16,2020-05-22,Vavuniya,0
534,2020,21,2020-05-16,2020-05-22,Mullaitivu,1
535,2020,21,2020-05-16,2020-05-22,Batticaloa,17
536,2020,21,2020-05-16,2020-05-22,Ampara,1
537,2020,21,2020-05-16,2020-05-22,Trincomalee,2
538,2020,21,2020-05-16,2020-05-22,Kurunegala,6
539,2020,21,2020-05-16,2020-05-22,Puttalam,4
540,2020,21,2020-05-16,2020-05-22,Anuradhapur,2
541,2020,21,2020-05-16,2020-05-22,Polonnaruwa,3
542,2020,21,2020-05-16,2020-05-22,Badulla,2
543,2020,21,2020-05-16,2020-05-22,Monaragala,0
544,2020,21,2020-05-16,2020-05-22,Ratnapura,42
545,2020,21,2020-05-16,2020-05-22,Kegalle,21
546,2020,21,2020-05-16,2020-05-22,Kalmune,1
547,2020,22,2020-05-23,2020-05-29,Colombo,80
548,2020,22,2020-05-23,2020-05-29,Gampaha,31
549,2020,22,2020-05-23,2020-05-29,Kalutara,37
550,2020,22,2020-05-23,2020-05-29,Kandy,78
551,2020,22,2020-05-23,2020-05-29,Matale,7
552,2020,22,2020-05-23,2020-05-29,NuwaraEliya,0
553,2020,22,2020-05-23,2020-05-29,Galle,11
554,2020,22,2020-05-23,2020-05-29,Hambantota,1
555,2020,22,2020-05-23,2020-05-29,Matara,0
556,2020,22,2020-05-23,2020-05-29,Jaffna,28
557,2020,22,2020-05-23,2020-05-29,Kilinochchi,0
558,2020,22,2020-05-23,2020-05-29,Mannar,0
559,2020,22,2020-05-23,2020-05-29,Vavuniya,2
560,2020,22,2020-05-23,2020-05-29,Mullaitivu,0
561,2020,22,2020-05-23,2020-05-29,Batticaloa,13
562,2020,22,2020-05-23,2020-05-29,Ampara,1
563,2020,22,2020-05-23,2020-05-29,Trincomalee,8
564,2020,22,2020-05-23,2020-05-29,Kurunegala,7
565,2020,22,2020-05-23,2020-05-29,Puttalam,5
566,2020,22,2020-05-23,2020-05-29,Anuradhapur,2
567,2020,22,2020-05-23,2020-05-29,Polonnaruwa,1
568,2020,22,2020-05-23,2020-05-29,Badulla,2
569,2020,22,2020-05-23,2020-05-29,Monaragala,0
570,2020,22,2020-05-23,2020-05-29,Ratnapura,77
571,2020,22,2020-05-23,2020-05-29,Kegalle,20
572,2020,22,2020-05-23,2020-05-29,Kalmune,0
573,2020,23,2020-05-30,2020-06-05,Colombo,81
574,2020,23,2020-05-30,2020-06-05,Gampaha,31
575,2020,23,2020-05-30,2020-06-05,Kalutara,53
576,2020,23,2020-05-30,2020-06-05,Kandy,65
577,2020,23,2020-05-30,2020-06-05,Matale,5
578,2020,23,2020-05-30,2020-06-05,NuwaraEliya,2
579,2020,23,2020-05-30,2020-06-05,Galle,10
580,2020,23,2020-05-30,2020-06-05,Hambantota,2
581,2020,23,2020-05-30,2020-06-05,Matara,0
582,2020,23,2020-05-30,2020-06-05,Jaffna,23
583,2020,23,2020-05-30,2020-06-05,Kilinochchi,3
584,2020,23,2020-05-30,2020-06-05,Mannar,1
585,2020,23,2020-05-30,2020-06-05,Vavuniya,0
586,2020,23,2020-05-30,2020-06-05,Mullaitivu,0
587,2020,23,2020-05-30,2020-06-05,Batticaloa,13
588,2020,23,2020-05-30,2020-06-05,Ampara,0
589,2020,23,2020-05-30,2020-06-05,Trincomalee,3
590,2020,23,2020-05-30,2020-06-05,Kurunegala,6
591,2020,23,2020-05-30,2020-06-05,Puttalam,6
592,2020,23,2020-05-30,2020-06-05,Anuradhapur,4
593,2020,23,2020-05-30,2020-06-05,Polonnaruwa,2
594,2020,23,2020-05-30,2020-06-05,Badulla,1
595,2020,23,2020-05-30,2020-06-05,Monaragala,0
596,2020,23,2020-05-30,2020-06-05,Ratnapura,81
597,2020,23,2020-05-30,2020-06-05,Kegalle,24
598,2020,23,2020-05-30,2020-06-05,Kalmune,2
599,2020,24,2020-06-06,2020-06-12,Colombo,62
600,2020,24,2020-06-06,2020-06-12,Gampaha,48
601,2020,24,2020-06-06,2020-06-12,Kalutara,56
602,2020,24,2020-06-06,2020-06-12,Kandy,113
603,2020,24,2020-06-06,2020-06-12,Matale,8
604,2020,24,2020-06-06,2020-06-12,NuwaraEliya,2
605,2020,24,2020-06-06,2020-06-12,Galle,3
606,2020,24,2020-06-06,2020-06-12,Hambantota,4
607,2020,24,2020-06-06,2020-06-12,Matara,0
608,2020,24,2020-06-06,2020-06-12,Jaffna,12
609,2020,24,2020-06-06,2020-06-12,Kilinochchi,2
610,2020,24,2020-06-06,2020-06-12,Mannar,0
611,2020,24,2020-06-06,2020-06-12,Vavuniya,1
612,2020,24,2020-06-06,2020-06-12,Mullaitivu,0
613,2020,24,2020-06-06,2020-06-12,Batticaloa,12
614,2020,24,2020-06-06,2020-06-12,Ampara,4
615,2020,24,2020-06-06,2020-06-12,Trincomalee,4
616,2020,24,2020-06-06,2020-06-12,Kurunegala,14
617,2020,24,2020-06-06,2020-06-12,Puttalam,5
618,2020,24,2020-06-06,2020-06-12,Anuradhapur,8
619,2020,24,2020-06-06,2020-06-12,Polonnaruwa,4
620,2020,24,2020-06-06,2020-06-12,Badulla,8
621,2020,24,2020-06-06,2020-06-12,Monaragala,0
622,2020,24,2020-06-06,2020-06-12,Ratnapura,81
623,2020,24,2020-06-06,2020-06-12,Kegalle,21
624,2020,24,2020-06-06,2020-06-12,Kalmune,2
625,2020,25,2020-06-13,2020-06-19,Colombo,70
626,2020,25,2020-06-13,2020-06-19,Gampaha,27
627,2020,25,2020-06-13,2020-06-19,Kalutara,64
628,2020,25,2020-06-13,2020-06-19,Kandy,121
629,2020,25,2020-06-13,2020-06-19,Matale,4
630,2020,25,2020-06-13,2020-06-19,NuwaraEliya,2
631,2020,25,2020-06-13,2020-06-19,Galle,9
632,2020,25,2020-06-13,2020-06-19,Hambantota,6
633,2020,25,2020-06-13,2020-06-19,Matara,0
634,2020,25,2020-06-13,2020-06-19,Jaffna,13
635,2020,25,2020-06-13,2020-06-19,Kilinochchi,5
636,2020,25,2020-06-13,2020-06-19,Mannar,1
637,2020,25,2020-06-13,2020-06-19,Vavuniya,2
638,2020,25,2020-06-13,2020-06-19,Mullaitivu,0
639,2020,25,2020-06-13,2020-06-19,Batticaloa,27
640,2020,25,2020-06-13,2020-06-19,Ampara,4
641,2020,25,2020-06-13,2020-06-19,Trincomalee,0
642,2020,25,2020-06-13,2020-06-19,Kurunegala,22
643,2020,25,2020-06-13,2020-06-19,Puttalam,8
644,2020,25,2020-06-13,2020-06-19,Anuradhapur,4
645,2020,25,2020-06-13,2020-06-19,Polonnaruwa,8
646,2020,25,2020-06-13,2020-06-19,Badulla,13
647,2020,25,2020-06-13,2020-06-19,Monaragala,0
648,2020,25,2020-06-13,2020-06-19,Ratnapura,145
649,2020,25,2020-06-13,2020-06-19,Kegalle,25
650,2020,25,2020-06-13,2020-06-19,Kalmune,11
651,2020,26,2020-06-20,2020-06-26,Colombo,58
652,2020,26,2020-06-20,2020-06-26,Gampaha,55
653,2020,26,2020-06-20,2020-06-26,Kalutara,77
654,2020,26,2020-06-20,2020-06-26,Kandy,150
655,2020,26,2020-06-20,2020-06-26,Matale,4
656,2020,26,2020-06-20,2020-06-26,NuwaraEliya,5
657,2020,26,2020-06-20,2020-06-26,Galle,1
658,2020,26,2020-06-20,2020-06-26,Hambantota,3
659,2020,26,2020-06-20,2020-06-26,Matara,0
660,2020,26,2020-06-20,2020-06-26,Jaffna,10
661,2020,26,2020-06-20,2020-06-26,Kilinochchi,1
662,2020,26,2020-06-20,2020-06-26,Mannar,1
663,2020,26,2020-06-20,2020-06-26,Vavuniya,1
664,2020,26,2020-06-20,2020-06-26,Mullaitivu,0
665,2020,26,2020-06-20,2020-06-26,Batticaloa,17
666,2020,26,2020-06-20,2020-06-26,Ampara,2
667,2020,26,2020-06-20,2020-06-26,Trincomalee,4
668,2020,26,2020-06-20,2020-06-26,Kurunegala,14
669,2020,26,2020-06-20,2020-06-26,Puttalam,2
670,2020,26,2020-06-20,2020-06-26,Anuradhapur,4
671,2020,26,2020-06-20,2020-06-26,Polonnaruwa,6
672,2020,26,2020-06-20,2020-06-26,Badulla,8
673,2020,26,2020-06-20,2020-06-26,Monaragala,0
674,2020,26,2020-06-20,2020-06-26,Ratnapura,91
675,2020,26,2020-06-20,2020-06-26,Kegalle,29
676,2020,26,2020-06-20,2020-06-26,Kalmune,2
677,2020,27,2020-06-27,2020-07-03,Colombo,50
678,2020,27,2020-06-27,2020-07-03,Gampaha,43
679,2020,27,2020-06-27,2020-07-03,Kalutara,49
680,2020,27,2020-06-27,2020-07-03,Kandy,130
681,2020,27,2020-06-27,2020-07-03,Matale,10
682,2020,27,2020-06-27,2020-07-03,NuwaraEliya,2
683,2020,27,2020-06-27,2020-07-03,Galle,12
684,2020,27,2020-06-27,2020-07-03,Hambantota,6
685,2020,27,2020-06-27,2020-07-03,Matara,0
686,2020,27,2020-06-27,2020-07-03,Jaffna,16
687,2020,27,2020-06-27,2020-07-03,Kilinochchi,0
688,2020,27,2020-06-27,2020-07-03,Mannar,3
689,2020,27,2020-06-27,2020-07-03,Vavuniya,1
690,2020,27,2020-06-27,2020-07-03,Mullaitivu,1
691,2020,27,2020-06-27,2020-07-03,Batticaloa,17
692,2020,27,2020-06-27,2020-07-03,Ampara,1
693,2020,27,2020-06-27,2020-07-03,Trincomalee,1
694,2020,27,2020-06-27,2020-07-03,Kurunegala,8
695,2020,27,2020-06-27,2020-07-03,Puttalam,7
696,2020,27,2020-06-27,2020-07-03,Anuradhapur,3
697,2020,27,2020-06-27,2020-07-03,Polonnaruwa,4
698,2020,27,2020-06-27,2020-07-03,Badulla,3
699,2020,27,2020-06-27,2020-07-03,Monaragala,0
700,2020,27,2020-06-27,2020-07-03,Ratnapura,108
701,2020,27,2020-06-27,2020-07-03,Kegalle,25
702,2020,27,2020-06-27,2020-07-03,Kalmune,4
703,2020,28,2020-07-04,2020-07-10,Colombo,45
704,2020,28,2020-07-04,2020-07-10,Gampaha,24
705,2020,28,2020-07-04,2020-07-10,Kalutara,41
706,2020,28,2020-07-04,2020-07-10,Kandy,128
707,2020,28,2020-07-04,2020-07-10,Matale,2
708,2020,28,2020-07-04,2020-07-10,NuwaraEliya,3
709,2020,28,2020-07-04,2020-07-10,Galle,0
710,2020,28,2020-07-04,2020-07-10,Hambantota,1
711,2020,28,2020-07-04,2020-07-10,Matara,0
712,2020,28,2020-07-04,2020-07-10,Jaffna,13
713,2020,28,2020-07-04,2020-07-10,Kilinochchi,0
714,2020,28,2020-07-04,2020-07-10,Mannar,2
715,2020,28,2020-07-04,2020-07-10,Vavuniya,0
716,2020,28,2020-07-04,2020-07-10,Mullaitivu,0
717,2020,28,2020-07-04,2020-07-10,Batticaloa,14
718,2020,28,2020-07-04,2020-07-10,Ampara,1
719,2020,28,2020-07-04,2020-07-10,Trincomalee,3
720,2020,28,2020-07-04,2020-07-10,Kurunegala,11
721,2020,28,2020-07-04,2020-07-10,Puttalam,9
722,2020,28,2020-07-04,2020-07-10,Anuradhapur,2
723,2020,28,2020-07-04,2020-07-10,Polonnaruwa,2
724,2020,28,2020-07-04,2020-07-10,Badulla,1
725,2020,28,2020-07-04,2020-07-10,Monaragala,0
726,2020,28,2020-07-04,2020-07-10,Ratnapura,78
727,2020,28,2020-07-04,2020-07-10,Kegalle,21
728,2020,28,2020-07-04,2020-07-10,Kalmune,2
729,2020,29,2020-07-11,2020-07-17,Colombo,82
730,2020,29,2020-07-11,2020-07-17,Gampaha,22
731,2020,29,2020-07-11,2020-07-17,Kalutara,30
732,2020,29,2020-07-11,2020-07-17,Kandy,149
733,2020,29,2020-07-11,2020-07-17,Matale,7
734,2020,29,2020-07-11,2020-07-17,NuwaraEliya,2
735,2020,29,2020-07-11,2020-07-17,Galle,3
736,2020,29,2020-07-11,2020-07-17,Hambantota,9
737,2020,29,2020-07-11,2020-07-17,Matara,0
738,2020,29,2020-07-11,2020-07-17,Jaffna,8
739,2020,29,2020-07-11,2020-07-17,Kilinochchi,3
740,2020,29,2020-07-11,2020-07-17,Mannar,0
741,2020,29,2020-07-11,2020-07-17,Vavuniya,6
742,2020,29,2020-07-11,2020-07-17,Mullaitivu,0
743,2020,29,2020-07-11,2020-07-17,Batticaloa,17
744,2020,29,2020-07-11,2020-07-17,Ampara,1
745,2020,29,2020-07-11,2020-07-17,Trincomalee,6
746,2020,29,2020-07-11,2020-07-17,Kurunegala,12
747,2020,29,2020-07-11,2020-07-17,Puttalam,2
748,2020,29,2020-07-11,2020-07-17,Anuradhapur,4
749,2020,29,2020-07-11,2020-07-17,Polonnaruwa,1
750,2020,29,2020-07-11,2020-07-17,Badulla,7
751,2020,29,2020-07-11,2020-07-17,Monaragala,0
752,2020,29,2020-07-11,2020-07-17,Ratnapura,42
753,2020,29,2020-07-11,2020-07-17,Kegalle,20
754,2020,29,2020-07-11,2020-07-17,Kalmune,0
755,2020,30,2020-07-18,2020-07-24,Colombo,47
756,2020,30,2020-07-18,2020-07-24,Gampaha,18
757,2020,30,2020-07-18,2020-07-24,Kalutara,22
758,2020,30,2020-07-18,2020-07-24,Kandy,87
759,2020,30,2020-07-18,2020-07-24,Matale,5
760,2020,30,2020-07-18,2020-07-24,NuwaraEliya,3
761,2020,30,2020-07-18,2020-07-24,Galle,0
762,2020,30,2020-07-18,2020-07-24,Hambantota,6
763,2020,30,2020-07-18,2020-07-24,Matara,0
764,2020,30,2020-07-18,2020-07-24,Jaffna,10
765,2020,30,2020-07-18,2020-07-24,Kilinochchi,1
766,2020,30,2020-07-18,2020-07-24,Mannar,1
767,2020,30,2020-07-18,2020-07-24,Vavuniya,0
768,2020,30,2020-07-18,2020-07-24,Mullaitivu,0
769,2020,30,2020-07-18,2020-07-24,Batticaloa,14
770,2020,30,2020-07-18,2020-07-24,Ampara,2
771,2020,30,2020-07-18,2020-07-24,Trincomalee,1
772,2020,30,2020-07-18,2020-07-24,Kurunegala,7
773,2020,30,2020-07-18,2020-07-24,Puttalam,0
774,2020,30,2020-07-18,2020-07-24,Anuradhapur,0
775,2020,30,2020-07-18,2020-07-24,Polonnaruwa,1
776,2020,30,2020-07-18,2020-07-24,Badulla,1
777,2020,30,2020-07-18,2020-07-24,Monaragala,0
778,2020,30,2020-07-18,2020-07-24,Ratnapura,32
779,2020,30,2020-07-18,2020-07-24,Kegalle,4
780,2020,30,2020-07-18,2020-07-24,Kalmune,0
781,2020,31,2020-07-25,2020-07-31,Colombo,72
782,2020,31,2020-07-25,2020-07-31,Gampaha,23
783,2020,31,2020-07-25,2020-07-31,Kalutara,28
784,2020,31,2020-07-25,2020-07-31,Kandy,97
785,2020,31,2020-07-25,2020-07-31,Matale,5
786,2020,31,2020-07-25,2020-07-31,NuwaraEliya,4
787,2020,31,2020-07-25,2020-07-31,Galle,19
788,2020,31,2020-07-25,2020-07-31,Hambantota,2
789,2020,31,2020-07-25,2020-07-31,Matara,6
790,2020,31,2020-07-25,2020-07-31,Jaffna,4
791,2020,31,2020-07-25,2020-07-31,Kilinochchi,2
792,2020,31,2020-07-25,2020-07-31,Mannar,2
793,2020,31,2020-07-25,2020-07-31,Vavuniya,0
794,2020,31,2020-07-25,2020-07-31,Mullaitivu,0
795,2020,31,2020-07-25,2020-07-31,Batticaloa,16
796,2020,31,2020-07-25,2020-07-31,Ampara,0
797,2020,31,2020-07-25,2020-07-31,Trincomalee,3
798,2020,31,2020-07-25,2020-07-31,Kurunegala,12
799,2020,31,2020-07-25,2020-07-31,Puttalam,5
800,2020,31,2020-07-25,2020-07-31,Anuradhapur,6
801,2020,31,2020-07-25,2020-07-31,Polonnaruwa,0
802,2020,31,2020-07-25,2020-07-31,Badulla,5
803,2020,31,2020-07-25,2020-07-31,Monaragala,0
804,2020,31,2020-07-25,2020-07-31,Ratnapura,75
805,2020,31,2020-07-25,2020-07-31,Kegalle,26
806,2020,31,2020-07-25,2020-07-31,Kalmune,7
807,2020,32,2020-08-01,2020-08-07,Colombo,53
808,2020,32,2020-08-01,2020-08-07,Gampaha,31
809,2020,32,2020-08-01,2020-08-07,Kalutara,14
810,2020,32,2020-08-01,2020-08-07,Kandy,105
811,2020,32,2020-08-01,2020-08-07,Matale,4
812,2020,32,2020-08-01,2020-08-07,NuwaraEliya,1
813,2020,32,2020-08-01,2020-08-07,Galle,15
814,2020,32,2020-08-01,2020-08-07,Hambantota,3
815,2020,32,2020-08-01,2020-08-07,Matara,3
816,2020,32,2020-08-01,2020-08-07,Jaffna,6
817,2020,32,2020-08-01,2020-08-07,Kilinochchi,2
818,2020,32,2020-08-01,2020-08-07,Mannar,0
819,2020,32,2020-08-01,2020-08-07,Vavuniya,2
820,2020,32,2020-08-01,2020-08-07,Mullaitivu,0
821,2020,32,2020-08-01,2020-08-07,Batticaloa,6
822,2020,32,2020-08-01,2020-08-07,Ampara,0
823,2020,32,2020-08-01,2020-08-07,Trincomalee,2
824,2020,32,2020-08-01,2020-08-07,Kurunegala,11
825,2020,32,2020-08-01,2020-08-07,Puttalam,10
826,2020,32,2020-08-01,2020-08-07,Anuradhapur,1
827,2020,32,2020-08-01,2020-08-07,Polonnaruwa,1
828,2020,32,2020-08-01,2020-08-07,Badulla,3
829,2020,32,2020-08-01,2020-08-07,Monaragala,0
830,2020,32,2020-08-01,2020-08-07,Ratnapura,38
831,2020,32,2020-08-01,2020-08-07,Kegalle,17
832,2020,32,2020-08-01,2020-08-07,Kalmune,5
833,2020,33,2020-08-08,2020-08-14,Colombo,55
834,2020,33,2020-08-08,2020-08-14,Gampaha,50
835,2020,33,2020-08-08,2020-08-14,Kalutara,23
836,2020,33,2020-08-08,2020-08-14,Kandy,101
837,2020,33,2020-08-08,2020-08-14,Matale,2
838,2020,33,2020-08-08,2020-08-14,NuwaraEliya,3
839,2020,33,2020-08-08,2020-08-14,Galle,20
840,2020,33,2020-08-08,2020-08-14,Hambantota,8
841,2020,33,2020-08-08,2020-08-14,Matara,7
842,2020,33,2020-08-08,2020-08-14,Jaffna,5
843,2020,33,2020-08-08,2020-08-14,Kilinochchi,0
844,2020,33,2020-08-08,2020-08-14,Mannar,3
845,2020,33,2020-08-08,2020-08-14,Vavuniya,0
846,2020,33,2020-08-08,2020-08-14,Mullaitivu,1
847,2020,33,2020-08-08,2020-08-14,Batticaloa,14
848,2020,33,2020-08-08,2020-08-14,Ampara,2
849,2020,33,2020-08-08,2020-08-14,Trincomalee,0
850,2020,33,2020-08-08,2020-08-14,Kurunegala,19
851,2020,33,2020-08-08,2020-08-14,Puttalam,10
852,2020,33,2020-08-08,2020-08-14,Anuradhapur,3
853,2020,33,2020-08-08,2020-08-14,Polonnaruwa,2
854,2020,33,2020-08-08,2020-08-14,Badulla,2
855,2020,33,2020-08-08,2020-08-14,Monaragala,0
856,2020,33,2020-08-08,2020-08-14,Ratnapura,50
857,2020,33,2020-08-08,2020-08-14,Kegalle,16
858,2020,33,2020-08-08,2020-08-14,Kalmune,5
859,2020,34,2020-08-15,2020-08-21,Colombo,52
860,2020,34,2020-08-15,2020-08-21,Gampaha,62
861,2020,34,2020-08-15,2020-08-21,Kalutara,28
862,2020,34,2020-08-15,2020-08-21,Kandy,98
863,2020,34,2020-08-15,2020-08-21,Matale,5
864,2020,34,2020-08-15,2020-08-21,NuwaraEliya,3
865,2020,34,2020-08-15,2020-08-21,Galle,10
866,2020,34,2020-08-15,2020-08-21,Hambantota,5
867,2020,34,2020-08-15,2020-08-21,Matara,5
868,2020,34,2020-08-15,2020-08-21,Jaffna,9
869,2020,34,2020-08-15,2020-08-21,Kilinochchi,1
870,2020,34,2020-08-15,2020-08-21,Mannar,0
871,2020,34,2020-08-15,2020-08-21,Vavuniya,0
872,2020,34,2020-08-15,2020-08-21,Mullaitivu,1
873,2020,34,2020-08-15,2020-08-21,Batticaloa,9
874,2020,34,2020-08-15,2020-08-21,Ampara,1
875,2020,34,2020-08-15,2020-08-21,Trincomalee,1
876,2020,34,2020-08-15,2020-08-21,Kurunegala,24
877,2020,34,2020-08-15,2020-08-21,Puttalam,8
878,2020,34,2020-08-15,2020-08-21,Anuradhapur,2
879,2020,34,2020-08-15,2020-08-21,Polonnaruwa,0
880,2020,34,2020-08-15,2020-08-21,Badulla,3
881,2020,34,2020-08-15,2020-08-21,Monaragala,0
882,2020,34,2020-08-15,2020-08-21,Ratnapura,30
883,2020,34,2020-08-15,2020-08-21,Kegalle,12
884,2020,34,2020-08-15,2020-08-21,Kalmune,4
885,2020,35,2020-08-22,2020-08-28,Colombo,71
886,2020,35,2020-08-22,2020-08-28,Gampaha,50
887,2020,35,2020-08-22,2020-08-28,Kalutara,23
888,2020,35,2020-08-22,2020-08-28,Kandy,89
889,2020,35,2020-08-22,2020-08-28,Matale,8
890,2020,35,2020-08-22,2020-08-28,NuwaraEliya,2
891,2020,35,2020-08-22,2020-08-28,Galle,9
892,2020,35,2020-08-22,2020-08-28,Hambantota,1
893,2020,35,2020-08-22,2020-08-28,Matara,2
894,2020,35,2020-08-22,2020-08-28,Jaffna,6
895,2020,35,2020-08-22,2020-08-28,Kilinochchi,0
896,2020,35,2020-08-22,2020-08-28,Mannar,0
897,2020,35,2020-08-22,2020-08-28,Vavuniya,0
898,2020,35,2020-08-22,2020-08-28,Mullaitivu,1
899,2020,35,2020-08-22,2020-08-28,Batticaloa,11
900,2020,35,2020-08-22,2020-08-28,Ampara,1
901,2020,35,2020-08-22,2020-08-28,Trincomalee,2
902,2020,35,2020-08-22,2020-08-28,Kurunegala,14
903,2020,35,2020-08-22,2020-08-28,Puttalam,7
904,2020,35,2020-08-22,2020-08-28,Anuradhapur,2
905,2020,35,2020-08-22,2020-08-28,Polonnaruwa,1
906,2020,35,2020-08-22,2020-08-28,Badulla,0
907,2020,35,2020-08-22,2020-08-28,Monaragala,0
908,2020,35,2020-08-22,2020-08-28,Ratnapura,34
909,2020,35,2020-08-22,2020-08-28,Kegalle,17
910,2020,35,2020-08-22,2020-08-28,Kalmune,7
911,2020,36,2020-08-29,2020-09-04,Colombo,54
912,2020,36,2020-08-29,2020-09-04,Gampaha,39
913,2020,36,2020-08-29,2020-09-04,Kalutara,18
914,2020,36,2020-08-29,2020-09-04,Kandy,64
915,2020,36,2020-08-29,2020-09-04,Matale,4
916,2020,36,2020-08-29,2020-09-04,NuwaraEliya,2
917,2020,36,2020-08-29,2020-09-04,Galle,13
918,2020,36,2020-08-29,2020-09-04,Hambantota,3
919,2020,36,2020-08-29,2020-09-04,Matara,3
920,2020,36,2020-08-29,2020-09-04,Jaffna,13
921,2020,36,2020-08-29,2020-09-04,Kilinochchi,0
922,2020,36,2020-08-29,2020-09-04,Mannar,0
923,2020,36,2020-08-29,2020-09-04,Vavuniya,0
924,2020,36,2020-08-29,2020-09-04,Mullaitivu,1
925,2020,36,2020-08-29,2020-09-04,Batticaloa,14
926,2020,36,2020-08-29,2020-09-04,Ampara,0
927,2020,36,2020-08-29,2020-09-04,Trincomalee,2
928,2020,36,2020-08-29,2020-09-04,Kurunegala,5
929,2020,36,2020-08-29,2020-09-04,Puttalam,3
930,2020,36,2020-08-29,2020-09-04,Anuradhapur,3
931,2020,36,2020-08-29,2020-09-04,Polonnaruwa,0
932,2020,36,2020-08-29,2020-09-04,Badulla,3
933,2020,36,2020-08-29,2020-09-04,Monaragala,0
934,2020,36,2020-08-29,2020-09-04,Ratnapura,13
935,2020,36,2020-08-29,2020-09-04,Kegalle,16
936,2020,36,2020-08-29,2020-09-04,Kalmune,7
937,2020,37,2020-09-05,2020-09-11,Colombo,56
938,2020,37,2020-09-05,2020-09-11,Gampaha,37
939,2020,37,2020-09-05,2020-09-11,Kalutara,25
940,2020,37,2020-09-05,2020-09-11,Kandy,90
941,2020,37,2020-09-05,2020-09-11,Matale,1
942,2020,37,2020-09-05,2020-09-11,NuwaraEliya,2
943,2020,37,2020-09-05,2020-09-11,Galle,15
944,2020,37,2020-09-05,2020-09-11,Hambantota,5
945,2020,37,2020-09-05,2020-09-11,Matara,4
946,2020,37,2020-09-05,2020-09-11,Jaffna,8
947,2020,37,2020-09-05,2020-09-11,Kilinochchi,1
948,2020,37,2020-09-05,2020-09-11,Mannar,0
949,2020,37,2020-09-05,2020-09-11,Vavuniya,0
950,2020,37,2020-09-05,2020-09-11,Mullaitivu,0
951,2020,37,2020-09-05,2020-09-11,Batticaloa,9
952,2020,37,2020-09-05,2020-09-11,Ampara,2
953,2020,37,2020-09-05,2020-09-11,Trincomalee,1
954,2020,37,2020-09-05,2020-09-11,Kurunegala,4
955,2020,37,2020-09-05,2020-09-11,Puttalam,3
