year,week,start.date,end.date,district,cases
2024,2,2023-12-30,2024-01-05,Vavuniya,20
2024,2,2023-12-30,2024-01-05,Mullaitivu,25
2024,2,2023-12-30,2024-01-05,Batticaloa,142
2024,2,2023-12-30,2024-01-05,Ampara,11
2024,2,2023-12-30,2024-01-05,Trincomalee,42
2024,2,2023-12-30,2024-01-05,Kurunegala,155
2024,2,2023-12-30,2024-01-05,Puttalam,90
2024,2,2023-12-30,2024-01-05,Anuradhapura,28
2024,2,2023-12-30,2024-01-05,Polonnaruwa,21
2024,2,2023-12-30,2024-01-05,Badulla,111
2024,2,2023-12-30,2024-01-05,Monaragala,42
2024,2,2023-12-30,2024-01-05,Ratnapura,76
2024,2,2023-12-30,2024-01-05,Kegalle,112
2024,2,2023-12-30,2024-01-05,Kalmune,67
2024,3,2024-01-06,2024-01-12,Colombo,549
2024,3,2024-01-06,2024-01-12,Gampaha,111
2024,3,2024-01-06,2024-01-12,Kalutara,103
2024,3,2024-01-06,2024-01-12,Kandy,199
2024,3,2024-01-06,2024-01-12,Matale,39
2024,3,2024-01-06,2024-01-12,NuwaraEliya,28
2024,3,2024-01-06,2024-01-12,Galle,84
2024,3,2024-01-06,2024-01-12,Hambanthota,55
2024,3,2024-01-06,2024-01-12,Matara,35
2024,3,2024-01-06,2024-01-12,Jaffna,805
2024,3,2024-01-06,2024-01-12,Kilinochchi,52
2024,3,2024-01-06,2024-01-12,Mannar,35
2024,3,2024-01-06,2024-01-12,Vavuniya,27
2024,3,2024-01-06,2024-01-12,Mullaitivu,26
2024,3,2024-01-06,2024-01-12,Batticaloa,123
2024,3,2024-01-06,2024-01-12,Ampara,10
2024,3,2024-01-06,2024-01-12,Trincomalee,50
2024,3,2024-01-06,2024-01-12,Kurunegala,127
2024,3,2024-01-06,2024-01-12,Puttalam,92
2024,3,2024-01-06,2024-01-12,Anuradhapura,28
2024,3,2024-01-06,2024-01-12,Polonnaruwa,12
2024,3,2024-01-06,2024-01-12,Badulla,78
2024,3,2024-01-06,2024-01-12,Monaragala,29
2024,3,2024-01-06,2024-01-12,Ratnapura,77
2024,3,2024-01-06,2024-01-12,Kegalle,104
2024,3,2024-01-06,2024-01-12,Kalmune,35
2024,4,2024-01-13,2024-01-19,Colombo,477
2024,4,2024-01-13,2024-01-19,Gampaha,147
2024,4,2024-01-13,2024-01-19,Kalutara,105
2024,4,2024-01-13,2024-01-19,Kandy,165
2024,4,2024-01-13,2024-01-19,Matale,47
2024,4,2024-01-13,2024-01-19,NuwaraEliya,22
2024,4,2024-01-13,2024-01-19,Galle,132
2024,4,2024-01-13,2024-01-19,Hambanthota,33
2024,4,2024-01-13,2024-01-19,Matara,27
2024,4,2024-01-13,2024-01-19,Jaffna,595
2024,4,2024-01-13,2024-01-19,Kilinochchi,20
2024,4,2024-01-13,2024-01-19,Mannar,13
2024,4,2024-01-13,2024-01-19,Vavuniya,14
2024,4,2024-01-13,2024-01-19,Mullaitivu,31
2024,4,2024-01-13,2024-01-19,Batticaloa,122
2024,4,2024-01-13,2024-01-19,Ampara,8
2024,4,2024-01-13,2024-01-19,Trincomalee,33
2024,4,2024-01-13,2024-01-19,Kurunegala,62
2024,4,2024-01-13,2024-01-19,Puttalam,127
2024,4,2024-01-13,2024-01-19,Anuradhapura,95
2024,4,2024-01-13,2024-01-19,Polonnaruwa,42
2024,4,2024-01-13,2024-01-19,Badulla,13
2024,4,2024-01-13,2024-01-19,Monaragala,87
2024,4,2024-01-13,2024-01-19,Ratnapura,43
2024,4,2024-01-13,2024-01-19,Kegalle,77
2024,4,2024-01-13,2024-01-19,Kalmune,93
2024,5,2024-01-20,2024-01-26,Colombo,499
2024,5,2024-01-20,2024-01-26,Gampaha,150
2024,5,2024-01-20,2024-01-26,Kalutara,96
2024,5,2024-01-20,2024-01-26,Kandy,186
2024,5,2024-01-20,2024-01-26,Matale,28
2024,5,2024-01-20,2024-01-26,NuwaraEliya,18
2024,5,2024-01-20,2024-01-26,Galle,119
2024,5,2024-01-20,2024-01-26,Hambanthota,50
2024,5,2024-01-20,2024-01-26,Matara,32
2024,5,2024-01-20,2024-01-26,Jaffna,746
2024,5,2024-01-20,2024-01-26,Kilinochchi,41
2024,5,2024-01-20,2024-01-26,Mannar,10
2024,5,2024-01-20,2024-01-26,Vavuniya,19
2024,5,2024-01-20,2024-01-26,Mullaitivu,23
2024,5,2024-01-20,2024-01-26,Batticaloa,88
2024,5,2024-01-20,2024-01-26,Ampara,11
2024,5,2024-01-20,2024-01-26,Trincomalee,42
2024,5,2024-01-20,2024-01-26,Kurunegala,135
2024,5,2024-01-20,2024-01-26,Puttalam,76
2024,5,2024-01-20,2024-01-26,Anuradhapura,34
2024,5,2024-01-20,2024-01-26,Polonnaruwa,12
2024,5,2024-01-20,2024-01-26,Badulla,53
2024,5,2024-01-20,2024-01-26,Monaragala,48
2024,5,2024-01-20,2024-01-26,Ratnapura,67
2024,5,2024-01-20,2024-01-26,Kegalle,91
2024,5,2024-01-20,2024-01-26,Kalmune,60
2024,6,2024-01-27,2024-02-02,Colombo,349
2024,6,2024-01-27,2024-02-02,Gampaha,144
2024,6,2024-01-27,2024-02-02,Kalutara,118
2024,6,2024-01-27,2024-02-02,Kandy,126
2024,6,2024-01-27,2024-02-02,Matale,22
2024,6,2024-01-27,2024-02-02,NuwaraEliya,13
2024,6,2024-01-27,2024-02-02,Galle,111
2024,6,2024-01-27,2024-02-02,Hambanthota,37
2024,6,2024-01-27,2024-02-02,Matara,29
2024,6,2024-01-27,2024-02-02,Jaffna,483
2024,6,2024-01-27,2024-02-02,Kilinochchi,22
2024,6,2024-01-27,2024-02-02,Mannar,19
2024,6,2024-01-27,2024-02-02,Vavuniya,5
2024,6,2024-01-27,2024-02-02,Mullaitivu,11
2024,6,2024-01-27,2024-02-02,Batticaloa,67
2024,6,2024-01-27,2024-02-02,Ampara,12
2024,6,2024-01-27,2024-02-02,Trincomalee,29
2024,6,2024-01-27,2024-02-02,Kurunegala,103
2024,6,2024-01-27,2024-02-02,Puttalam,52
2024,6,2024-01-27,2024-02-02,Anuradhapura,11
2024,6,2024-01-27,2024-02-02,Polonnaruwa,10
2024,6,2024-01-27,2024-02-02,Badulla,24
2024,6,2024-01-27,2024-02-02,Monaragala,36
2024,6,2024-01-27,2024-02-02,Ratnapura,72
2024,6,2024-01-27,2024-02-02,Kegalle,73
2024,6,2024-01-27,2024-02-02,Kalmune,44
2024,7,2024-02-03,2024-02-09,Colombo,382
2024,7,2024-02-03,2024-02-09,Gampaha,165
2024,7,2024-02-03,2024-02-09,Kalutara,113
2024,7,2024-02-03,2024-02-09,Kandy,126
2024,7,2024-02-03,2024-02-09,Matale,27
2024,7,2024-02-03,2024-02-09,NuwaraEliya,18
2024,7,2024-02-03,2024-02-09,Galle,103
2024,7,2024-02-03,2024-02-09,Hambanthota,29
2024,7,2024-02-03,2024-02-09,Matara,26
2024,7,2024-02-03,2024-02-09,Jaffna,410
2024,7,2024-02-03,2024-02-09,Kilinochchi,26
2024,7,2024-02-03,2024-02-09,Mannar,21
2024,7,2024-02-03,2024-02-09,Vavuniya,7
2024,7,2024-02-03,2024-02-09,Mullaitivu,22
2024,7,2024-02-03,2024-02-09,Batticaloa,82
2024,7,2024-02-03,2024-02-09,Ampara,14
2024,7,2024-02-03,2024-02-09,Trincomalee,31
2024,7,2024-02-03,2024-02-09,Kurunegala,108
2024,7,2024-02-03,2024-02-09,Puttalam,34
2024,7,2024-02-03,2024-02-09,Anuradhapura,69
2024,7,2024-02-03,2024-02-09,Polonnaruwa,19
2024,7,2024-02-03,2024-02-09,Badulla,44
2024,7,2024-02-03,2024-02-09,Monaragala,21
2024,7,2024-02-03,2024-02-09,Ratnapura,82
2024,7,2024-02-03,2024-02-09,Kegalle,89
2024,7,2024-02-03,2024-02-09,Kalmune,66
2024,8,2024-02-10,2024-02-16,Colombo,286
2024,8,2024-02-10,2024-02-16,Gampaha,155
2024,8,2024-02-10,2024-02-16,Kalutara,81
2024,8,2024-02-10,2024-02-16,Kandy,86
2024,8,2024-02-10,2024-02-16,Matale,30
2024,8,2024-02-10,2024-02-16,NuwaraEliya,9
2024,8,2024-02-10,2024-02-16,Galle,66
2024,8,2024-02-10,2024-02-16,Hambanthota,14
2024,8,2024-02-10,2024-02-16,Matara,23
2024,8,2024-02-10,2024-02-16,Jaffna,292
2024,8,2024-02-10,2024-02-16,Kilinochchi,22
2024,8,2024-02-10,2024-02-16,Mannar,2
2024,8,2024-02-10,2024-02-16,Vavuniya,3
2024,8,2024-02-10,2024-02-16,Mullaitivu,8
2024,8,2024-02-10,2024-02-16,Batticaloa,61
2024,8,2024-02-10,2024-02-16,Ampara,19
2024,8,2024-02-10,2024-02-16,Trincomalee,33
2024,8,2024-02-10,2024-02-16,Kurunegala,26
2024,8,2024-02-10,2024-02-16,Puttalam,102
2024,8,2024-02-10,2024-02-16,Anuradhapura,29
2024,8,2024-02-10,2024-02-16,Polonnaruwa,41
2024,8,2024-02-10,2024-02-16,Badulla,12
2024,8,2024-02-10,2024-02-16,Monaragala,15
2024,8,2024-02-10,2024-02-16,Ratnapura,14
2024,8,2024-02-10,2024-02-16,Kegalle,48
2024,8,2024-02-10,2024-02-16,Kalmune,56
2024,9,2024-02-17,2024-02-23,Colombo,269
2024,9,2024-02-17,2024-02-23,Gampaha,111
2024,9,2024-02-17,2024-02-23,Kalutara,77
2024,9,2024-02-17,2024-02-23,Kandy,83
2024,9,2024-02-17,2024-02-23,Matale,18
2024,9,2024-02-17,2024-02-23,NuwaraEliya,9
2024,9,2024-02-17,2024-02-23,Galle,42
2024,9,2024-02-17,2024-02-23,Hambanthota,35
2024,9,2024-02-17,2024-02-23,Matara,29
2024,9,2024-02-17,2024-02-23,Jaffna,224
2024,9,2024-02-17,2024-02-23,Kilinochchi,12
2024,9,2024-02-17,2024-02-23,Mannar,4
2024,9,2024-02-17,2024-02-23,Vavuniya,4
2024,9,2024-02-17,2024-02-23,Mullaitivu,9
2024,9,2024-02-17,2024-02-23,Batticaloa,70
2024,9,2024-02-17,2024-02-23,Ampara,5
2024,9,2024-02-17,2024-02-23,Trincomalee,26
2024,9,2024-02-17,2024-02-23,Kurunegala,61
2024,9,2024-02-17,2024-02-23,Puttalam,29
2024,9,2024-02-17,2024-02-23,Anuradhapura,53
2024,9,2024-02-17,2024-02-23,Polonnaruwa,17
2024,9,2024-02-17,2024-02-23,Badulla,15
2024,9,2024-02-17,2024-02-23,Monaragala,27
2024,9,2024-02-17,2024-02-23,Ratnapura,57
2024,9,2024-02-17,2024-02-23,Kegalle,71
2024,9,2024-02-17,2024-02-23,Kalmune,20
2024,10,2024-02-24,2024-03-01,Colombo,252
2024,10,2024-02-24,2024-03-01,Gampaha,102
2024,10,2024-02-24,2024-03-01,Kalutara,54
2024,10,2024-02-24,2024-03-01,Kandy,58
2024,10,2024-02-24,2024-03-01,Matale,16
2024,10,2024-02-24,2024-03-01,NuwaraEliya,6
2024,10,2024-02-24,2024-03-01,Galle,75
2024,10,2024-02-24,2024-03-01,Hambanthota,18
2024,10,2024-02-24,2024-03-01,Matara,15
2024,10,2024-02-24,2024-03-01,Jaffna,148
2024,10,2024-02-24,2024-03-01,Kilinochchi,9
2024,10,2024-02-24,2024-03-01,Mannar,4
2024,10,2024-02-24,2024-03-01,Vavuniya,3
2024,10,2024-02-24,2024-03-01,Mullaitivu,2
2024,10,2024-02-24,2024-03-01,Batticaloa,51
2024,10,2024-02-24,2024-03-01,Ampara,7
2024,10,2024-02-24,2024-03-01,Trincomalee,26
2024,10,2024-02-24,2024-03-01,Kurunegala,58
2024,10,2024-02-24,2024-03-01,Puttalam,21
2024,10,2024-02-24,2024-03-01,Anuradhapura,50
2024,10,2024-02-24,2024-03-01,Polonnaruwa,7
2024,10,2024-02-24,2024-03-01,Badulla,8
2024,10,2024-02-24,2024-03-01,Monaragala,25
2024,10,2024-02-24,2024-03-01,Ratnapura,57
2024,10,2024-02-24,2024-03-01,Kegalle,43
2024,10,2024-02-24,2024-03-01,Kalmune,21
2024,11,2024-03-02,2024-03-08,Colombo,170
2024,11,2024-03-02,2024-03-08,Gampaha,68
2024,11,2024-03-02,2024-03-08,Kalutara,43
2024,11,2024-03-02,2024-03-08,Kandy,68
2024,11,2024-03-02,2024-03-08,Matale,11
2024,11,2024-03-02,2024-03-08,NuwaraEliya,10
2024,11,2024-03-02,2024-03-08,Galle,40
2024,11,2024-03-02,2024-03-08,Hambanthota,22
2024,11,2024-03-02,2024-03-08,Matara,28
2024,11,2024-03-02,2024-03-08,Jaffna,143
2024,11,2024-03-02,2024-03-08,Kilinochchi,8
2024,11,2024-03-02,2024-03-08,Mannar,4
2024,11,2024-03-02,2024-03-08,Vavuniya,5
2024,11,2024-03-02,2024-03-08,Mullaitivu,5
2024,11,2024-03-02,2024-03-08,Batticaloa,67
2024,11,2024-03-02,2024-03-08,Ampara,9
2024,11,2024-03-02,2024-03-08,Trincomalee,13
2024,11,2024-03-02,2024-03-08,Kurunegala,67
2024,11,2024-03-02,2024-03-08,Puttalam,14
2024,11,2024-03-02,2024-03-08,Anuradhapura,42
2024,11,2024-03-02,2024-03-08,Polonnaruwa,11
2024,11,2024-03-02,2024-03-08,Badulla,11
2024,11,2024-03-02,2024-03-08,Monaragala,17
2024,11,2024-03-02,2024-03-08,Ratnapura,38
2024,11,2024-03-02,2024-03-08,Kegalle,34
2024,11,2024-03-02,2024-03-08,Kalmune,27
2024,12,2024-03-09,2024-03-15,Colombo,207
2024,12,2024-03-09,2024-03-15,Gampaha,90
2024,12,2024-03-09,2024-03-15,Kalutara,91
2024,12,2024-03-09,2024-03-15,Kandy,59
2024,12,2024-03-09,2024-03-15,Matale,8
2024,12,2024-03-09,2024-03-15,NuwaraEliya,4
2024,12,2024-03-09,2024-03-15,Galle,28
2024,12,2024-03-09,2024-03-15,Hambanthota,27
2024,12,2024-03-09,2024-03-15,Matara,23
2024,12,2024-03-09,2024-03-15,Jaffna,99
2024,12,2024-03-09,2024-03-15,Kilinochchi,8
2024,12,2024-03-09,2024-03-15,Mannar,1
2024,12,2024-03-09,2024-03-15,Vavuniya,5
2024,12,2024-03-09,2024-03-15,Mullaitivu,7
2024,12,2024-03-09,2024-03-15,Batticaloa,55
2024,12,2024-03-09,2024-03-15,Ampara,13
2024,12,2024-03-09,2024-03-15,Trincomalee,23
2024,12,2024-03-09,2024-03-15,Kurunegala,50
2024,12,2024-03-09,2024-03-15,Puttalam,9
2024,12,2024-03-09,2024-03-15,Anuradhapura,33
2024,12,2024-03-09,2024-03-15,Polonnaruwa,10
2024,12,2024-03-09,2024-03-15,Badulla,13
2024,12,2024-03-09,2024-03-15,Monaragala,19
2024,12,2024-03-09,2024-03-15,Ratnapura,56
2024,12,2024-03-09,2024-03-15,Kegalle,44
2024,12,2024-03-09,2024-03-15,Kalmune,22
2024,13,2024-03-16,2024-03-22,Colombo,146
2024,13,2024-03-16,2024-03-22,Gampaha,80
2024,13,2024-03-16,2024-03-22,Kalutara,78
2024,13,2024-03-16,2024-03-22,Kandy,42
2024,13,2024-03-16,2024-03-22,Matale,6
2024,13,2024-03-16,2024-03-22,NuwaraEliya,6
2024,13,2024-03-16,2024-03-22,Galle,30
2024,13,2024-03-16,2024-03-22,Hambanthota,17
2024,13,2024-03-16,2024-03-22,Matara,14
2024,13,2024-03-16,2024-03-22,Jaffna,67
2024,13,2024-03-16,2024-03-22,Kilinochchi,7
2024,13,2024-03-16,2024-03-22,Mannar,1
2024,13,2024-03-16,2024-03-22,Vavuniya,2
2024,13,2024-03-16,2024-03-22,Mullaitivu,1
2024,13,2024-03-16,2024-03-22,Batticaloa,28
2024,13,2024-03-16,2024-03-22,Ampara,7
2024,13,2024-03-16,2024-03-22,Trincomalee,21
2024,13,2024-03-16,2024-03-22,Kurunegala,29
2024,13,2024-03-16,2024-03-22,Puttalam,12
2024,13,2024-03-16,2024-03-22,Anuradhapura,18
2024,13,2024-03-16,2024-03-22,Polonnaruwa,15
2024,13,2024-03-16,2024-03-22,Badulla,7
2024,13,2024-03-16,2024-03-22,Monaragala,12
2024,13,2024-03-16,2024-03-22,Ratnapura,48
2024,13,2024-03-16,2024-03-22,Kegalle,35
2024,13,2024-03-16,2024-03-22,Kalmune,18
2024,14,2024-03-23,2024-03-29,Colombo,130
2024,14,2024-03-23,2024-03-29,Gampaha,60
2024,14,2024-03-23,2024-03-29,Kalutara,69
2024,14,2024-03-23,2024-03-29,Kandy,51
2024,14,2024-03-23,2024-03-29,Matale,12
2024,14,2024-03-23,2024-03-29,NuwaraEliya,7
2024,14,2024-03-23,2024-03-29,Galle,20
2024,14,2024-03-23,2024-03-29,Hambanthota,29
2024,14,2024-03-23,2024-03-29,Matara,14
2024,14,2024-03-23,2024-03-29,Jaffna,68
2024,14,2024-03-23,2024-03-29,Kilinochchi,2
2024,14,2024-03-23,2024-03-29,Mannar,2
2024,14,2024-03-23,2024-03-29,Vavuniya,2
2024,14,2024-03-23,2024-03-29,Mullaitivu,1
2024,14,2024-03-23,2024-03-29,Batticaloa,26
2024,14,2024-03-23,2024-03-29,Ampara,1
2024,14,2024-03-23,2024-03-29,Trincomalee,12
2024,14,2024-03-23,2024-03-29,Kurunegala,19
2024,14,2024-03-23,2024-03-29,Puttalam,9
2024,14,2024-03-23,2024-03-29,Anuradhapura,11
2024,14,2024-03-23,2024-03-29,Polonnaruwa,7
2024,14,2024-03-23,2024-03-29,Badulla,8
2024,14,2024-03-23,2024-03-29,Monaragala,10
2024,14,2024-03-23,2024-03-29,Ratnapura,53
2024,14,2024-03-23,2024-03-29,Kegalle,30
2024,14,2024-03-23,2024-03-29,Kalmune,11
2024,15,2024-03-30,2024-04-05,Colombo,132
2024,15,2024-03-30,2024-04-05,Gampaha,66
2024,15,2024-03-30,2024-04-05,Kalutara,50
2024,15,2024-03-30,2024-04-05,Kandy,47
2024,15,2024-03-30,2024-04-05,Matale,3
2024,15,2024-03-30,2024-04-05,NuwaraEliya,3
2024,15,2024-03-30,2024-04-05,Galle,32
2024,15,2024-03-30,2024-04-05,Hambanthota,13
2024,15,2024-03-30,2024-04-05,Matara,17
2024,15,2024-03-30,2024-04-05,Jaffna,60
2024,15,2024-03-30,2024-04-05,Kilinochchi,3
2024,15,2024-03-30,2024-04-05,Mannar,1
2024,15,2024-03-30,2024-04-05,Vavuniya,1
2024,15,2024-03-30,2024-04-05,Mullaitivu,3
2024,15,2024-03-30,2024-04-05,Batticaloa,16
2024,15,2024-03-30,2024-04-05,Ampara,7
2024,15,2024-03-30,2024-04-05,Trincomalee,7
2024,15,2024-03-30,2024-04-05,Kurunegala,26
2024,15,2024-03-30,2024-04-05,Puttalam,18
2024,15,2024-03-30,2024-04-05,Anuradhapura,5
2024,15,2024-03-30,2024-04-05,Polonnaruwa,7
2024,15,2024-03-30,2024-04-05,Badulla,7
2024,15,2024-03-30,2024-04-05,Monaragala,8
2024,15,2024-03-30,2024-04-05,Ratnapura,49
2024,15,2024-03-30,2024-04-05,Kegalle,25
2024,15,2024-03-30,2024-04-05,Kalmune,8
2024,16,2024-04-06,2024-04-12,Colombo,68
2024,16,2024-04-06,2024-04-12,Gampaha,46
2024,16,2024-04-06,2024-04-12,Kalutara,35
2024,16,2024-04-06,2024-04-12,Kandy,44
2024,16,2024-04-06,2024-04-12,Matale,6
2024,16,2024-04-06,2024-04-12,NuwaraEliya,1
2024,16,2024-04-06,2024-04-12,Galle,18
2024,16,2024-04-06,2024-04-12,Hambanthota,10
2024,16,2024-04-06,2024-04-12,Matara,11
2024,16,2024-04-06,2024-04-12,Jaffna,42
2024,16,2024-04-06,2024-04-12,Kilinochchi,3
2024,16,2024-04-06,2024-04-12,Mannar,2
2024,16,2024-04-06,2024-04-12,Vavuniya,0
2024,16,2024-04-06,2024-04-12,Mullaitivu,2
2024,16,2024-04-06,2024-04-12,Batticaloa,20
2024,16,2024-04-06,2024-04-12,Ampara,2
2024,16,2024-04-06,2024-04-12,Trincomalee,9
2024,16,2024-04-06,2024-04-12,Kurunegala,6
2024,16,2024-04-06,2024-04-12,Puttalam,8
2024,16,2024-04-06,2024-04-12,Anuradhapura,5
2024,16,2024-04-06,2024-04-12,Polonnaruwa,4
2024,16,2024-04-06,2024-04-12,Badulla,3
2024,16,2024-04-06,2024-04-12,Monaragala,12
2024,16,2024-04-06,2024-04-12,Ratnapura,39
2024,16,2024-04-06,2024-04-12,Kegalle,25
2024,16,2024-04-06,2024-04-12,Kalmune,6
2024,17,2024-04-13,2024-04-19,Colombo,111
2024,17,2024-04-13,2024-04-19,Gampaha,68
2024,17,2024-04-13,2024-04-19,Kalutara,37
2024,17,2024-04-13,2024-04-19,Kandy,73
2024,17,2024-04-13,2024-04-19,Matale,16
2024,17,2024-04-13,2024-04-19,NuwaraEliya,7
2024,17,2024-04-13,2024-04-19,Galle,19
2024,17,2024-04-13,2024-04-19,Hambanthota,32
2024,17,2024-04-13,2024-04-19,Matara,3
2024,17,2024-04-13,2024-04-19,Jaffna,34
2024,17,2024-04-13,2024-04-19,Kilinochchi,4
2024,17,2024-04-13,2024-04-19,Mannar,1
2024,17,2024-04-13,2024-04-19,Vavuniya,0
2024,17,2024-04-13,2024-04-19,Mullaitivu,2
2024,17,2024-04-13,2024-04-19,Batticaloa,11
2024,17,2024-04-13,2024-04-19,Ampara,4
2024,17,2024-04-13,2024-04-19,Trincomalee,17
2024,17,2024-04-13,2024-04-19,Kurunegala,21
2024,17,2024-04-13,2024-04-19,Puttalam,19
2024,17,2024-04-13,2024-04-19,Anuradhapura,4
2024,17,2024-04-13,2024-04-19,Polonnaruwa,3
2024,17,2024-04-13,2024-04-19,Badulla,9
2024,17,2024-04-13,2024-04-19,Monaragala,10
2024,17,2024-04-13,2024-04-19,Ratnapura,44
2024,17,2024-04-13,2024-04-19,Kegalle,23
2024,17,2024-04-13,2024-04-19,Kalmune,4
2024,18,2024-04-20,2024-04-26,Colombo,111
2024,18,2024-04-20,2024-04-26,Gampaha,43
2024,18,2024-04-20,2024-04-26,Kalutara,24
2024,18,2024-04-20,2024-04-26,Kandy,64
2024,18,2024-04-20,2024-04-26,Matale,7
2024,18,2024-04-20,2024-04-26,NuwaraEliya,3
2024,18,2024-04-20,2024-04-26,Galle,23
2024,18,2024-04-20,2024-04-26,Hambanthota,12
2024,18,2024-04-20,2024-04-26,Matara,10
2024,18,2024-04-20,2024-04-26,Jaffna,35
2024,18,2024-04-20,2024-04-26,Kilinochchi,0
2024,18,2024-04-20,2024-04-26,Mannar,9
2024,18,2024-04-20,2024-04-26,Vavuniya,0
2024,18,2024-04-20,2024-04-26,Mullaitivu,1
2024,18,2024-04-20,2024-04-26,Batticaloa,10
2024,18,2024-04-20,2024-04-26,Ampara,2
2024,18,2024-04-20,2024-04-26,Trincomalee,9
2024,18,2024-04-20,2024-04-26,Kurunegala,20
2024,18,2024-04-20,2024-04-26,Puttalam,7
2024,18,2024-04-20,2024-04-26,Anuradhapura,3
2024,18,2024-04-20,2024-04-26,Polonnaruwa,5
2024,18,2024-04-20,2024-04-26,Badulla,5
2024,18,2024-04-20,2024-04-26,Monaragala,15
2024,18,2024-04-20,2024-04-26,Ratnapura,67
2024,18,2024-04-20,2024-04-26,Kegalle,42
2024,18,2024-04-20,2024-04-26,Kalmune,10
2024,19,2024-04-27,2024-05-03,Colombo,114
2024,19,2024-04-27,2024-05-03,Gampaha,48
2024,19,2024-04-27,2024-05-03,Kalutara,41
2024,19,2024-04-27,2024-05-03,Kandy,66
2024,19,2024-04-27,2024-05-03,Matale,6
2024,19,2024-04-27,2024-05-03,NuwaraEliya,3
2024,19,2024-04-27,2024-05-03,Galle,24
2024,19,2024-04-27,2024-05-03,Hambanthota,15
2024,19,2024-04-27,2024-05-03,Matara,14
2024,19,2024-04-27,2024-05-03,Jaffna,28
2024,19,2024-04-27,2024-05-03,Kilinochchi,0
2024,19,2024-04-27,2024-05-03,Mannar,1
2024,19,2024-04-27,2024-05-03,Vavuniya,0
2024,19,2024-04-27,2024-05-03,Mullaitivu,2
2024,19,2024-04-27,2024-05-03,Batticaloa,17
2024,19,2024-04-27,2024-05-03,Ampara,3
2024,19,2024-04-27,2024-05-03,Trincomalee,19
2024,19,2024-04-27,2024-05-03,Kurunegala,19
2024,19,2024-04-27,2024-05-03,Puttalam,7
2024,19,2024-04-27,2024-05-03,Anuradhapura,4
2024,19,2024-04-27,2024-05-03,Polonnaruwa,7
2024,19,2024-04-27,2024-05-03,Badulla,7
2024,19,2024-04-27,2024-05-03,Monaragala,7
2024,19,2024-04-27,2024-05-03,Ratnapura,74
2024,19,2024-04-27,2024-05-03,Kegalle,36
2024,19,2024-04-27,2024-05-03,Kalmune,9
2024,20,2024-05-04,2024-05-10,Colombo,75
2024,20,2024-05-04,2024-05-10,Gampaha,55
2024,20,2024-05-04,2024-05-10,Kalutara,31
2024,20,2024-05-04,2024-05-10,Kandy,71
2024,20,2024-05-04,2024-05-10,Matale,13
2024,20,2024-05-04,2024-05-10,NuwaraEliya,4
2024,20,2024-05-04,2024-05-10,Galle,21
2024,20,2024-05-04,2024-05-10,Hambanthota,18
2024,20,2024-05-04,2024-05-10,Matara,16
2024,20,2024-05-04,2024-05-10,Jaffna,19
2024,20,2024-05-04,2024-05-10,Kilinochchi,0
2024,20,2024-05-04,2024-05-10,Mannar,1
2024,20,2024-05-04,2024-05-10,Vavuniya,4
2024,20,2024-05-04,2024-05-10,Mullaitivu,2
2024,20,2024-05-04,2024-05-10,Batticaloa,19
2024,20,2024-05-04,2024-05-10,Ampara,0
2024,20,2024-05-04,2024-05-10,Trincomalee,18
2024,20,2024-05-04,2024-05-10,Kurunegala,34
